row_id,screen_name,tweet_text,location,lat_coord,lon_coord
641,KathrynECramer,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Westport, NY",,
642,noodlemaz,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,"California, USA",,
643,scarletharlot69,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"Leeds, Near Yorkshire",,
644,kijivujivuu,we need to look beyond cambridge analytica and facebook it’s time for a wider debate about the role of surveillance in our increasingly digital society me for ,"Berlin, Germany",,
645,HeadleyMiers,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ,"Cotswolds, England",,
646,Washing51789762,mark zuckerberg has finally responded to the cambridge analytica controversy ,,,
647,jennifermor,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,,,
648,ALaiNbAgO,the cambridge analytica facebook scandal requires us to rethink and use to create decentralised social media networks by ,,,
649,andrew_jackman,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,London,,
650,bwdevacaciones,seven hours ahead of publishing this article cambridge analytica threatened to sue it was nothing to do with facebook data it was the link to aggegateiq to vote leave to brexit ,God's own county,,
651,c_arnie,mark zuckerberg will testify before congress in an attempt to save the failing cia psy op sure cambridge analytica stole 50 million people data but fb has data on 1 billion users which they actively sell wake up right now ,"Texas, USA",,
652,SCRQr9Vhke2sTbc,advertisers threatened to abandon facebook as zuckerberg apologized for mistakes the company made over the scandal we build our system to offer advertisers as well as other users full content protection to avoid such excesses ,Lithuania,,
653,bjreinhart1,here is is the cambridge analytica facebook contract denied by facebook denied by cambridge analytica leaked by and published today by as part of uk parliament fake news inquiry ," Midwest,USA",,
654,canontonyd,this week marked a major milestone for us parliament heard the story amp released the documents that prompted cambridge analytica’s legal action against us and it was nothing to do with facebook data ,"Genova, Liguria",,
655,MrBin_32,while facebook continues to fight its own system vulnerabilities were building an algorithm that will put an end to their troubles entirely here an article showing how people react to facebook’s data policies and the ongoing “breach of trust” scandal ,,,
656,ZenTaoPrincess,the cambridge analytica scandal exposes the mistake in allowing companies like facebook to self regulate in the first place ,,,
657,ShabibRizvi,and here’s the email published by parliament that shows jeff silvester of aiq amp alexander nix of cambridge analytica working jointly on the facebook data they’ve both denied this repeatedly so here’s a q did vote leave have access to it or models derived from it ,"England, United Kingdom",,
658,mossy_fern,the scale of facebook scandal is even larger than we thought new whistleblower blows the lead wide open ,"Glasgow, Scotland",,
